paper_id	name	clean_name	speakers/authors	author_list	num_authors	type	title_length_chars	title_length_words	abstract_length_chars	abstract_length_words	abstract_readability	total_text_length	total_word_count	paper_keywords	topic_cluster	cluster_theme	cluster_similarity	cluster_uniqueness	avg_similarity_to_others	novelty_score	impact_score	combined_score
3409	NFIG: Multi-Scale Autoregressive Image Generation via Frequency Ordering	NFIG: Multi-Scale Autoregressive Image Generation via Frequency Ordering	Zhihao Huang, Xi Qiu, Yukuo Ma, Yifu Zhou, Junjie Chen, Hongyuan Zhang, Chi Zhang, Xuelong Li	['Zhihao Huang', 'Xi Qiu', 'Yukuo Ma', 'Yifu Zhou', 'Junjie Chen', 'Hongyuan Zhang', 'Chi Zhang', 'Xuelong Li']	8	Poster	72	8	1142	146	0.0	1214	154	generation; image; structure; capture; inference	4	Generative Models	0.668	0.5469	0.2735	2.828094482421875	0.0	2.828094482421875
3282	Multi-Expert Distributionally Robust Optimization for Out-of-Distribution Generalization	Multi-Expert Distributionally Robust Optimization for Out-of-Distribution Generalization	Jinyong Jeong, Hyungu Kahng, Seoung Bum Kim	['Jinyong Jeong', 'Hyungu Kahng', 'Seoung Bum Kim']	3	Poster	88	7	1400	174	0.0	1488	181	optimization; world; methods; performance; step	8	Optimization & Training	0.6681	0.6108	0.3537	2.8277549743652344	0.0	2.8277549743652344
869	ColorBench: Can VLMs See and Understand the Colorful World? A Comprehensive Benchmark for Color Perception, Reasoning, and Robustness	ColorBench: Can VLMs See and Understand the Colorful World? A Comprehensive Benchmark for Color Perception, Reasoning, and Robustness	Yijun Liang, Ming Li, Chenrui Fan, Ziyue Li, Dang Nguyen, Kwesi Cobbina, Shweta Bhardwaj, Jiuhai Chen, Fuxiao Liu, Tianyi Zhou	['Yijun Liang', 'Ming Li', 'Chenrui Fan', 'Ziyue Li', 'Dang Nguyen', 'Kwesi Cobbina', 'Shweta Bhardwaj', 'Jiuhai Chen', 'Fuxiao Liu', 'Tianyi Zhou']	10	Poster	133	18	1584	224	0.0	1717	242	color; vlms; vision; reasoning; models	5	Computer Vision	0.6681	0.5262	0.3128	2.8275187015533447	0.0	2.8275187015533447
2368	How to Scale Second-Order Optimization	How to Scale Second-Order Optimization	Shikai Qiu, Charlie Chen, Viet Hoang Phan, Qi Lei, Andrew Wilson	['Shikai Qiu', 'Charlie Chen', 'Viet Hoang Phan', 'Qi Lei', 'Andrew Wilson']	5	Poster	38	5	1288	178	0.0	1326	183	order; second; scale; learning; methods	13	Deep Learning Architecture	0.6688	0.5519	0.339	2.8249449729919434	0.0	2.8249449729919434
5598	VADB: A Large-Scale Video Aesthetic Database with Professional and Multi-Dimensional Annotations	VADB: A Large-Scale Video Aesthetic Database with Professional and Multi-Dimensional Annotations	Qianqian Qiao, DanDan Zheng, Yihang Bo, Bao Peng, Heng Huang, Longteng Jiang, HuayeWang, Jingdong Chen, Jun Zhou, Xin Jin	['Qianqian Qiao', 'DanDan Zheng', 'Yihang Bo', 'Bao Peng', 'Heng Huang', 'Longteng Jiang', 'HuayeWang', 'Jingdong Chen', 'Jun Zhou', 'Xin Jin']	10	Poster	96	11	883	115	0.0	979	126	video; training; tasks; models; specific	5	Computer Vision	0.6701	0.5248	0.298	2.819791078567505	0.0	2.819791078567505
1672	Erasing Conceptual Knowledge from Language Models	Erasing Conceptual Knowledge from Language Models	Rohit Gandikota, Sheridan Feucht, Samuel Marks, David Bau	['Rohit Gandikota', 'Sheridan Feucht', 'Samuel Marks', 'David Bau']	4	Poster	49	6	1042	133	0.0	1091	139	s; model; language; preserving; performance	14	Optimization & Training	0.6703	0.55	0.3035	2.8187599182128906	0.0	2.8187599182128906
5285	Towards Principled Unsupervised Multi-Agent Reinforcement Learning	Towards Principled Unsupervised Multi-Agent Reinforcement Learning	Riccardo Zamboni, Mirco Mutti, Marcello Restelli	['Riccardo Zamboni', 'Mirco Mutti', 'Marcello Restelli']	3	Poster	66	6	1460	209	6.19	1526	215	state; policy; multi; address; learning	9	Reinforcement Learning	0.6704	0.5521	0.2603	2.818554401397705	0.0	2.818554401397705
1721	Evolving and Regularizing Meta-Environment Learner for Fine-Grained Few-Shot Class-Incremental Learning	Evolving and Regularizing Meta-Environment Learner for Fine-Grained Few-Shot Class-Incremental Learning	Li-Jun Zhao, Zhen-Duo Chen, Yongxin Wang, Xin Luo, Xin-Shun Xu	['Li-Jun Zhao', 'Zhen-Duo Chen', 'Yongxin Wang', 'Xin Luo', 'Xin-Shun Xu']	5	Poster	103	10	1174	139	0.0	1277	149	fine; class; new; existing; data	10	Deep Learning Architecture	0.6706	0.5899	0.3624	2.8176186084747314	0.0	2.8176186084747314
2354	How Different from the Past? Spatio-Temporal Time Series Forecasting with Self-Supervised Deviation Learning	How Different from the Past? Spatio-Temporal Time Series Forecasting with Self-Supervised Deviation Learning	Haotian Gao, Zheng Dong, Jiawei Yong, Shintaro Fukushima, Kenjiro Taura, Renhe Jiang	['Haotian Gao', 'Zheng Dong', 'Jiawei Yong', 'Shintaro Fukushima', 'Kenjiro Taura', 'Renhe Jiang']	6	Poster	108	13	1502	188	0.0	1610	201	space; loss; datasets; model; supervised	10	Deep Learning Architecture	0.6707	0.5898	0.3458	2.8170933723449707	0.0	2.8170933723449707
1186	Deep variational inference with stochastic projections	Deep variational inference with stochastic projections	Samuel Fadel, Hrittik Roy, Nicholas Krämer, Yevgen Zainchkovskyy, Stas Syrota, Alejandro Valverde Mahou, Carl Henrik Ek, Søren Hauberg	['Samuel Fadel', 'Hrittik Roy', 'Nicholas Krämer', 'Yevgen Zainchkovskyy', 'Stas Syrota', 'Alejandro Valverde Mahou', 'Carl Henrik Ek', 'Søren Hauberg']	8	Poster	54	6	1205	159	0.0	1259	165	inference; training; high; datasets; quality	12	Optimization & Training	0.6708	0.5962	0.3569	2.816922187805176	0.0	2.816922187805176
5173	Thoughts Are All Over the Place: On the Underthinking of Long Reasoning Models	Thoughts Are All Over the Place: On the Underthinking of Long Reasoning Models	Yue Wang, Qiuzhi Liu, Jiahao Xu, Tian Liang, Xingyu Chen, Zhiwei He, Linfeng Song, Dian Yu, Juntao Li, Zhuosheng Zhang, Rui Wang, Zhaopeng Tu, Haitao Mi, Dong Yu	['Yue Wang', 'Qiuzhi Liu', 'Jiahao Xu', 'Tian Liang', 'Xingyu Chen', 'Zhiwei He', 'Linfeng Song', 'Dian Yu', 'Juntao Li', 'Zhuosheng Zhang', 'Rui Wang', 'Zhaopeng Tu', 'Haitao Mi', 'Dong Yu']	14	Poster	78	13	1342	172	0.0	1420	185	reasoning; human; time; novel; results	3	Reinforcement Learning	0.796	0.4433	0.3654	0.8159244060516357	2.0	2.8159244060516357
1391	Don’t Trade Off Safety: Diffusion Regularization for Constrained Offline RL	Don’t Trade Off Safety: Diffusion Regularization for Constrained Offline RL	Junyu guo, Zhi Zheng, Donghao Ying, Ming Jin, Shangding Gu, Costas J Spanos, Javad Lavaei	['Junyu guo', 'Zhi Zheng', 'Donghao Ying', 'Ming Jin', 'Shangding Gu', 'Costas J Spanos', 'Javad Lavaei']	7	Poster	75	10	1033	135	0.0	1108	145	reward; policy; inference; learning; tasks	7	Reinforcement Learning	0.7961	0.4579	0.3365	0.8154921531677246	2.0	2.8154921531677246
1808	FAME: Adaptive Functional Attention with Expert Routing for Function-on-Function Regression	FAME: Adaptive Functional Attention with Expert Routing for Function-on-Function Regression	Yifei Gao, Yong Chen, Chen Zhang	['Yifei Gao', 'Yong Chen', 'Chen Zhang']	3	Poster	91	10	1019	119	0.0	1110	129	functional; end; data; learning; strong	0	Generative Models	0.6713	0.5908	0.338	2.8148913383483887	0.0	2.8148913383483887
140	Adaptive Divergence Regularized Policy Optimization for Fine-tuning Generative Models	Adaptive Divergence Regularized Policy Optimization for Fine-tuning Generative Models	Jiajun Fan, Tong Wei, Chaoran Cheng, Yuxin Chen, Ge Liu	['Jiajun Fan', 'Tong Wei', 'Chaoran Cheng', 'Yuxin Chen', 'Ge Liu']	5	Poster	85	9	1775	220	0.0	1860	229	regularization; tuning; fine; methods; model	7	Reinforcement Learning	0.672	0.5428	0.3888	2.811915636062622	0.0	2.811915636062622
3795	Photography Perspective Composition: Towards Aesthetic Perspective Recommendation	Photography Perspective Composition: Towards Aesthetic Perspective Recommendation	Lujian Yao, Siming Zheng, Xinbin Yuan, Zhuoxuan Cai, Wupu, Jinwei Chen, Bo Li, Peng-Tao Jiang	['Lujian Yao', 'Siming Zheng', 'Xinbin Yuan', 'Zhuoxuan Cai', 'Wupu', 'Jinwei Chen', 'Bo Li', 'Peng-Tao Jiang']	8	Poster	81	7	1246	157	0.0	1327	164	methods; based; challenges; datasets; approach	1	Computer Vision	0.6721	0.5441	0.2372	2.811594009399414	0.0	2.811594009399414
3051	Memory-Augmented Potential Field Theory: A Framework for Adaptive Control in Non-Convex Domains	Memory-Augmented Potential Field Theory: A Framework for Adaptive Control in Non-Convex Domains	Dongzhe Zheng, Wenjie Mei	['Dongzhe Zheng', 'Wenjie Mei']	2	Poster	95	12	1261	151	0.0	1356	163	framework; approach; theoretical; based; state	7	Reinforcement Learning	0.6729	0.5422	0.2845	2.8085055351257324	0.0	2.8085055351257324
568	Beyond Components: Singular Vector-Based Interpretability of Transformer Circuits	Beyond Components: Singular Vector-Based Interpretability of Transformer Circuits	areeb ahmad, Abhinav Joshi, Ashutosh Modi	['areeb ahmad', 'Abhinav Joshi', 'Ashutosh Modi']	3	Poster	81	8	1309	185	0.0	1390	193	attention; framework; task; tasks; model	13	Deep Learning Architecture	0.6733	0.5488	0.3562	2.8066301345825195	0.0	2.8066301345825195
4571	Seg-VAR:Image Segmentation with Visual Autoregressive Modeling	Seg-VAR:Image Segmentation with Visual Autoregressive Modeling	Rongkun Zheng, Lu Qi, Xi Chen, Yi Wang, Kun Wang, Hengshuang Zhao	['Rongkun Zheng', 'Lu Qi', 'Xi Chen', 'Yi Wang', 'Kun Wang', 'Hengshuang Zhao']	6	Poster	62	6	1456	184	0.0	1518	190	segmentation; image; learning; multi; aware	4	Generative Models	0.6735	0.5432	0.3193	2.806178092956543	0.0	2.806178092956543
2943	LookWhere? Efficient Visual Recognition by Learning Where to Look and What to See from Self-Supervision	LookWhere? Efficient Visual Recognition by Learning Where to Look and What to See from Self-Supervision	Anthony Fuller, Yousef Yassin, Junfeng Wen, Tarek Ibrahim, Daniel Kyrollos, James Green, Evan Shelhamer	['Anthony Fuller', 'Yousef Yassin', 'Junfeng Wen', 'Tarek Ibrahim', 'Daniel Kyrollos', 'James Green', 'Evan Shelhamer']	7	Poster	103	15	1240	173	0.0	1343	188	resolution; high; accuracy; task; methods	4	Generative Models	0.6741	0.5427	0.3707	2.803446054458618	0.0	2.803446054458618
1622	Enhancing CLIP Robustness via Cross-Modality Alignment	Enhancing CLIP Robustness via Cross-Modality Alignment	Xingyu Zhu, Beier Zhu, Shuo Wang, Kesen Zhao, Hanwang Zhang	['Xingyu Zhu', 'Beier Zhu', 'Shuo Wang', 'Kesen Zhao', 'Hanwang Zhang']	5	Poster	54	6	1624	208	0.0	1678	214	image; models; existing; demonstrate; semantic	4	Generative Models	0.6744	0.5425	0.3579	2.802388906478882	0.0	2.802388906478882
2543	InstanceAssemble: Layout-Aware Image Generation via Instance Assembling Attention	InstanceAssemble: Layout-Aware Image Generation via Instance Assembling Attention	Qiang Xiang, Shuang Sun, Binglei Li, Dejia Song, Huaxia Li, Nemo Chen, Xu Tang, Yao Hu, Junping Zhang	['Qiang Xiang', 'Shuang Sun', 'Binglei Li', 'Dejia Song', 'Huaxia Li', 'Nemo Chen', 'Xu Tang', 'Yao Hu', 'Junping Zhang']	9	Poster	81	8	1238	147	0.0	1319	155	image; generation; method; achieves; performance	4	Generative Models	0.6744	0.5425	0.2733	2.8022656440734863	0.0	2.8022656440734863
1286	Diffusion-Driven Two-Stage Active Learning for Low-Budget Semantic Segmentation	Diffusion-Driven Two-Stage Active Learning for Low-Budget Semantic Segmentation	Jeongin Kim, Wonho Bae, YouLee Han, Giyeong Oh, Youngjae Yu, Danica J. Sutherland, Junhyug Noh	['Jeongin Kim', 'Wonho Bae', 'YouLee Han', 'Giyeong Oh', 'Youngjae Yu', 'Danica J. Sutherland', 'Junhyug Noh']	7	Poster	79	8	1245	165	0.0	1324	173	segmentation; diffusion; semantic; features; scale	4	Generative Models	0.6745	0.5425	0.3564	2.8020551204681396	0.0	2.8020551204681396
2255	GUI Exploration Lab: Enhancing Screen Navigation in Agents via Multi-Turn Reinforcement Learning	GUI Exploration Lab: Enhancing Screen Navigation in Agents via Multi-Turn Reinforcement Learning	Haolong Yan, Yeqing Shen, Xin Huang, Jia Wang, Kaijun Tan, Zhixuan Liang, Hongxin Li, Zheng Ge, Osamu Yoshie, Si Li, Xiangyu Zhang, Daxin Jiang	['Haolong Yan', 'Yeqing Shen', 'Xin Huang', 'Jia Wang', 'Kaijun Tan', 'Zhixuan Liang', 'Hongxin Li', 'Zheng Ge', 'Osamu Yoshie', 'Si Li', 'Xiangyu Zhang', 'Daxin Jiang']	12	Poster	96	12	1503	193	0.0	1599	205	agent; training; learning; complex; tasks	7	Reinforcement Learning	0.676	0.5401	0.3179	2.796138048171997	0.0	2.796138048171997
1920	Flexible Language Modeling in Continuous Space with Transformer-based Autoregressive Flows	Flexible Language Modeling in Continuous Space with Transformer-based Autoregressive Flows	Ruixiang ZHANG, Shuangfei Zhai, Jiatao Gu, Yizhe Zhang, Huangjie Zheng, Tianrong Chen, Miguel Angel Bautista, Joshua Susskind, Navdeep Jaitly	['Ruixiang ZHANG', 'Shuangfei Zhai', 'Jiatao Gu', 'Yizhe Zhang', 'Huangjie Zheng', 'Tianrong Chen', 'Miguel Angel Bautista', 'Joshua Susskind', 'Navdeep Jaitly']	9	Poster	90	10	1312	163	0.0	1402	173	space; language; models; framework; generation	14	Optimization & Training	0.6764	0.5458	0.3489	2.794299602508545	0.0	2.794299602508545
5068	TGA: True-to-Geometry Avatar Dynamic Reconstruction	TGA: True-to-Geometry Avatar Dynamic Reconstruction	Bo Guo, Sijia Wen, Ziwei Wang, Yifan Zhao	['Bo Guo', 'Sijia Wen', 'Ziwei Wang', 'Yifan Zhao']	4	Poster	51	5	1421	178	0.0	1472	183	gaussian; representations; accuracy; framework; recent	1	Computer Vision	0.6764	0.5411	0.214	2.794224977493286	0.0	2.794224977493286
2847	LeMiCa: Lexicographic Minimax Path Caching for Efficient Diffusion-Based Video Generation	LeMiCa: Lexicographic Minimax Path Caching for Efficient Diffusion-Based Video Generation	Huanlin Gao, Ping Chen, Fuyuan Shi, Chao Tan, Fang Zhao, Zhaoxiang Liu, Kai Wang, Shiguo Lian	['Huanlin Gao', 'Ping Chen', 'Fuyuan Shi', 'Chao Tan', 'Fang Zhao', 'Zhaoxiang Liu', 'Kai Wang', 'Shiguo Lian']	8	Poster	89	10	1260	169	0.0	1349	179	diffusion; efficient; quality; approach; based	4	Generative Models	0.6772	0.5406	0.3148	2.7911829948425293	0.0	2.7911829948425293
4834	SRHand: Super-Resolving Hand Images and 3D Shapes via View/Pose-aware Neural Image Representations and Explicit Meshes	SRHand: Super-Resolving Hand Images and 3D Shapes via View/Pose-aware Neural Image Representations and Explicit Meshes	Minje Kim, Tae-Kyun Kim	['Minje Kim', 'Tae-Kyun Kim']	2	Poster	118	15	1412	188	0.0	1530	203	hand; image; images; view; methods	1	Computer Vision	0.6778	0.5402	0.2281	2.7888591289520264	0.0	2.7888591289520264
5216	TokenSwap: A Lightweight Method to Disrupt Memorized Sequences in LLMs	TokenSwap: A Lightweight Method to Disrupt Memorized Sequences in LLMs	Parjanya Prashant, Kaustubh Ponkshe, Babak Salimi	['Parjanya Prashant', 'Kaustubh Ponkshe', 'Babak Salimi']	3	Poster	70	10	1279	179	0.0	1349	189	models; task; large; performance; training	11	Optimization & Training	0.803	0.47	0.3504	0.7880563735961914	2.0	2.7880563735961914
3954	Problem-Parameter-Free Decentralized Bilevel Optimization	Problem-Parameter-Free Decentralized Bilevel Optimization	Zhiwei Zhai, Wenjing Yan, Ying-Jun Zhang	['Zhiwei Zhai', 'Wenjing Yan', 'Ying-Jun Zhang']	3	Poster	57	4	1234	148	0.0	1291	152	problem; hyperparameter; methods; existing; performance	12	Optimization & Training	0.6784	0.5916	0.3088	2.786547899246216	0.0	2.786547899246216
1997	FreqPolicy: Frequency Autoregressive Visuomotor Policy with Continuous Tokens	FreqPolicy: Frequency Autoregressive Visuomotor Policy with Continuous Tokens	Yiming Zhong, Yumeng Liu, Chuyang Xiao, Zemin Yang, Youzhuo Wang, Yufei Zhu, Ye Shi, Yujing Sun, Xinge ZHU, Yuexin Ma	['Yiming Zhong', 'Yumeng Liu', 'Chuyang Xiao', 'Zemin Yang', 'Youzhuo Wang', 'Yufei Zhu', 'Ye Shi', 'Yujing Sun', 'Xinge ZHU', 'Yuexin Ma']	10	Poster	77	8	1266	157	0.0	1343	165	frequency; learning; existing; methods; latent	7	Reinforcement Learning	0.6791	0.538	0.3276	2.78377366065979	0.0	2.78377366065979
4207	REPA Works Until It Doesn’t: Early-Stopped, Holistic Alignment Supercharges Diffusion Training	REPA Works Until It Doesn’t: Early-Stopped, Holistic Alignment Supercharges Diffusion Training	Ziqiao Wang, Wangbo Zhao, Yuhao Zhou, Zekai Li, Zhiyuan Liang, Mingjia Shi, Xuanlei Zhao, Pengfei Zhou, Kaipeng Zhang, Zhangyang &quot;Atlas&quot; Wang, Kai Wang, Yang You	['Ziqiao Wang', 'Wangbo Zhao', 'Yuhao Zhou', 'Zekai Li', 'Zhiyuan Liang', 'Mingjia Shi', 'Xuanlei Zhao', 'Pengfei Zhou', 'Kaipeng Zhang', 'Zhangyang &quot;Atlas&quot; Wang', 'Kai Wang', 'Yang You']	12	Poster	94	11	1562	222	0.0	1656	233	alignment; training; generative; loss; diffusion	4	Generative Models	0.6793	0.5392	0.3464	2.782729148864746	0.0	2.782729148864746
4508	Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach	Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach	Jonas Geiping, Sean McLeish, Neel Jain, John Kirchenbauer, Siddharth Singh, Brian Bartoldson, Bhavya Kailkhura, Abhinav Bhatele, Tom Goldstein	['Jonas Geiping', 'Sean McLeish', 'Neel Jain', 'John Kirchenbauer', 'Siddharth Singh', 'Brian Bartoldson', 'Bhavya Kailkhura', 'Abhinav Bhatele', 'Tom Goldstein']	9	Poster	78	11	975	142	10.9	1053	153	reasoning; model; tokens; time; data	3	Reinforcement Learning	0.8047	0.4372	0.3828	0.7813007831573486	2.0	2.7813007831573486
3989	Provable Ordering and Continuity in Vision-Language Pretraining for Generalizable Embodied Agents	Provable Ordering and Continuity in Vision-Language Pretraining for Generalizable Embodied Agents	Zhizhen Zhang, Lei Zhu, Zhen Fang, Zi Huang, Yadan Luo	['Zhizhen Zhang', 'Lei Zhu', 'Zhen Fang', 'Zi Huang', 'Yadan Luo']	5	Poster	97	11	1323	165	0.0	1420	176	learning; language; based; training; video	7	Reinforcement Learning	0.6808	0.5368	0.3258	2.7768259048461914	0.0	2.7768259048461914
151	Adaptive Quantization in Generative Flow Networks for Probabilistic Sequential Prediction	Adaptive Quantization in Generative Flow Networks for Probabilistic Sequential Prediction	Nadhir Hassen, Zhen Zhang, Johan Verjans	['Nadhir Hassen', 'Zhen Zhang', 'Johan Verjans']	3	Poster	89	10	1837	235	0.0	1926	245	temporal; objects; flow; step; s	0	Generative Models	0.681	0.5848	0.3464	2.7761220932006836	0.0	2.7761220932006836
4968	SWE-rebench: An Automated Pipeline for Task Collection and Decontaminated Evaluation of Software Engineering Agents	SWE-rebench: An Automated Pipeline for Task Collection and Decontaminated Evaluation of Software Engineering Agents	Ibragim Badertdinov, Alexander Golubev, Maksim Nekrashevich, Anton Shevtsov, Simon Karasik, Andrei Andriushchenko, Maria Trofimova, Daria Litvintseva, Boris Yangel	['Ibragim Badertdinov', 'Alexander Golubev', 'Maksim Nekrashevich', 'Anton Shevtsov', 'Simon Karasik', 'Andrei Andriushchenko', 'Maria Trofimova', 'Daria Litvintseva', 'Boris Yangel']	9	Poster	115	14	1447	200	0.0	1562	214	swe; tasks; based; benchmark; world	3	Reinforcement Learning	0.6811	0.524	0.3185	2.775782585144043	0.0	2.775782585144043
333	A Near-optimal, Scalable and Parallelizable Framework for Stochastic Bandits Robust to Adversarial Corruptions and Beyond	A Near-optimal, Scalable and Parallelizable Framework for Stochastic Bandits Robust to Adversarial Corruptions and Beyond	Zicheng Hu, Cheng Chen	['Zicheng Hu', 'Cheng Chen']	2	Poster	121	15	909	132	6.15	1030	147	bandits; various; multi; methods; framework	9	Reinforcement Learning	0.682	0.5443	0.2288	2.772045612335205	0.0	2.772045612335205
2	$\Delta \mathrm{Energy}$: Optimizing Energy Change During Vision-Language Alignment Improves both OOD Detection and OOD Generalization	: Optimizing Energy Change During Vision-Language Alignment Improves both OOD Detection and OOD Generalization	Lin Zhu, Yifeng Yang, Xinbing Wang, Qinying Gu, Nanyang Ye	['Lin Zhu', 'Yifeng Yang', 'Xinbing Wang', 'Qinying Gu', 'Nanyang Ye']	5	Poster	110	14	1608	215	0.0	1718	229	ood; generalization; data; distribution; recent	5	Computer Vision	0.6822	0.5162	0.3509	2.7712225914001465	0.0	2.7712225914001465
2503	Inductive Domain Transfer In Misspecified Simulation-Based Inference	Inductive Domain Transfer In Misspecified Simulation-Based Inference	Ortal Senouf, Antoine Wehenkel, Cédric Vincent-Cuaz, Emmanuel Abbe, Pascal Frossard	['Ortal Senouf', 'Antoine Wehenkel', 'Cédric Vincent-Cuaz', 'Emmanuel Abbe', 'Pascal Frossard']	5	Poster	68	7	1363	176	0.0	1431	183	real; latent; world; real world; approach	0	Generative Models	0.6822	0.5841	0.3304	2.7710976600646973	0.0	2.7710976600646973
952	Consistent Sampling and Simulation: Molecular Dynamics with Energy-Based Diffusion Models	Consistent Sampling and Simulation: Molecular Dynamics with Energy-Based Diffusion Models	Michael Plainer, Hao Wu, Leon Klein, Stephan Günnemann, Frank Noe	['Michael Plainer', 'Hao Wu', 'Leon Klein', 'Stephan Günnemann', 'Frank Noe']	5	Poster	89	10	1191	151	0.0	1280	161	diffusion; model; models; derived; systems	0	Generative Models	0.6824	0.584	0.2205	2.770425796508789	0.0	2.770425796508789
4524	SCoT: Straight Consistent Trajectory for Pre-Trained Diffusion Model Distillations	SCoT: Straight Consistent Trajectory for Pre-Trained Diffusion Model Distillations	zhangkai wu, Xuhui Fan, Hongyu Wu, Longbing Cao	['zhangkai wu', 'Xuhui Fan', 'Hongyu Wu', 'Longbing Cao']	4	Poster	82	9	1262	170	0.0	1344	179	sampling; flow; model; models; process	0	Generative Models	0.6832	0.5835	0.3051	2.7672629356384277	0.0	2.7672629356384277
5791	Whole-Body-Conditioned Ego-Centric Video Prediction	Whole-Body-Conditioned Ego-Centric Video Prediction	Yutong Bai, Danny Tran, Amir Bar, Trevor Darrell, Yann LeCun, Jitendra Malik	['Yutong Bai', 'Danny Tran', 'Amir Bar', 'Trevor Darrell', 'Yann LeCun', 'Jitendra Malik']	6	Poster	51	4	880	128	0.0	931	132	video; world; model; evaluation; tasks	1	Computer Vision	0.6833	0.5365	0.3138	2.766700267791748	0.0	2.766700267791748
409	A  Single-Swap Local Search Algorithm for k-Means of Lines	A Single-Swap Local Search Algorithm for k-Means of Lines	Ting Liang, Xiaoliang Wu, Junyu Huang, Jianxin Wang, Qilong Feng	['Ting Liang', 'Xiaoliang Wu', 'Junyu Huang', 'Jianxin Wang', 'Qilong Feng']	5	Poster	57	9	2048	300	0.0	2105	309	k; clustering; lines; point; local	12	Optimization & Training	0.3083	0.8157	0.0835	2.766610860824585	0.0	2.766610860824585
5045	Temporal Representation Alignment: Successor Features Enable Emergent Compositionality in Robot Instruction Following	Temporal Representation Alignment: Successor Features Enable Emergent Compositionality in Robot Instruction Following	Vivek Myers, Bill Zheng, Anca Dragan, Kuan Fang, Sergey Levine	['Vivek Myers', 'Bill Zheng', 'Anca Dragan', 'Kuan Fang', 'Sergey Levine']	5	Poster	117	12	828	117	0.0	945	129	representations; tasks; learning; images; agent	7	Reinforcement Learning	0.6857	0.5335	0.325	2.7573556900024414	0.0	2.7573556900024414
845	Coarse-to-Fine 3D Part Assembly via Semantic Super-Parts and Symmetry-Aware Pose Estimation	Coarse-to-Fine 3D Part Assembly via Semantic Super-Parts and Symmetry-Aware Pose Estimation	Xinyi Zhang, Bingyang Wei, Ruixuan Yu, Jian Sun	['Xinyi Zhang', 'Bingyang Wei', 'Ruixuan Yu', 'Jian Sun']	4	Poster	91	11	1244	158	0.0	1335	169	reasoning; level; object; mechanism; self	1	Computer Vision	0.686	0.5346	0.2921	2.756040334701538	0.0	2.756040334701538
684	BridgeVLA: Input-Output Alignment for Efficient 3D Manipulation Learning with Vision-Language Models	BridgeVLA: Input-Output Alignment for Efficient 3D Manipulation Learning with Vision-Language Models	Peiyan Li, Yixiang Chen, Hongtao Wu, Xiao Ma, Xiangnan Wu, Yan Huang, Liang Wang, Tao Kong, Tieniu Tan	['Peiyan Li', 'Yixiang Chen', 'Hongtao Wu', 'Xiao Ma', 'Xiangnan Wu', 'Yan Huang', 'Liang Wang', 'Tao Kong', 'Tieniu Tan']	9	Poster	100	11	1622	226	0.18	1722	237	method; language; multiple; learning; efficiency	1	Computer Vision	0.6866	0.5342	0.3424	2.7534546852111816	0.0	2.7534546852111816
3022	MDReID: Modality-Decoupled Learning for Any-to-Any Multi-Modal Object Re-Identification	MDReID: Modality-Decoupled Learning for Any-to-Any Multi-Modal Object Re-Identification	Yingying Feng, Jie Li, Jie Hu, Yukang Zhang, Lei Tan, Jiayi Ji	['Yingying Feng', 'Jie Li', 'Jie Hu', 'Yukang Zhang', 'Lei Tan', 'Jiayi Ji']	6	Poster	87	8	1520	176	0.0	1607	184	modality; specific; learning; significant; information	10	Deep Learning Architecture	0.6877	0.5794	0.3397	2.749363899230957	0.0	2.749363899230957
3411	NOBLE - Neural Operator with Biologically-informed Latent Embeddings to Capture Experimental Variability in Biological Neuron Models	NOBLE - Neural Operator with Biologically-informed Latent Embeddings to Capture Experimental Variability in Biological Neuron Models	Luca Ghafourpour, Valentin Duruisseaux, Bahareh Tolooshams, Philip Wong, Costas Anastassiou, Animashree Anandkumar	['Luca Ghafourpour', 'Valentin Duruisseaux', 'Bahareh Tolooshams', 'Philip Wong', 'Costas Anastassiou', 'Animashree Anandkumar']	6	Poster	132	16	1971	252	0.0	2103	268	experimental; models; data; dynamics; neural	0	Generative Models	0.6878	0.5807	0.3285	2.748983860015869	0.0	2.748983860015869
1937	Flow-GRPO: Training Flow Matching Models via Online RL	Flow-GRPO: Training Flow Matching Models via Online RL	Jie Liu, Gongye Liu, Jiajun Liang, Yangguang Li, Jiaheng Liu, Xintao Wang, Pengfei Wan, Di ZHANG, Wanli Ouyang	['Jie Liu', 'Gongye Liu', 'Jiajun Liang', 'Yangguang Li', 'Jiaheng Liu', 'Xintao Wang', 'Pengfei Wan', 'Di ZHANG', 'Wanli Ouyang']	9	Poster	54	8	1205	157	0.0	1259	165	flow; text; image; generation; tasks	5	Computer Vision	0.6879	0.5121	0.3775	2.748548984527588	0.0	2.748548984527588
